chain,query_id,question,language,item_title,relevant_count,recall@5,recall@10,recall@20,precision@5,precision@10,precision@20,hit@5,hit@10,hit@20,ndcg@5,ndcg@10,ndcg@20,mrr,first_relevant_rank,retrieved_detail
governed_v2,q042,在C++编码规范中，修饰符*和&应当紧靠什么位置,zh,C++编码规范V01.00,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:407e3808... | *#2:b3c64e31... | *#3:cb3b630f... | *#4:8bec09a2... | *#5:8998982a... |  #6:59a57b24... |  #7:2dd79d42... |  #8:966606e0... |  #9:46b9218d... |  #10:d08621e3... |  #11:4330dd01... |  #12:79175d39... |  #13:dd9aa027... |  #14:d6268e18... |  #15:d55babda... |  #16:f51a95fb... |  #17:3a6cfbb7... |  #18:0621a33e... |  #19:7f7a98ea... |  #20:4cbe120f...
governed_v2,q043,在NDCG指标中，IDCG代表什么？它的作用是什么,zh,面试常见问题,6,0.8333333333333334,1.0,1.0,1.0,0.6,0.3,1,1,1,1.0,1.0,1.0,1.0,1,*#1:f84be658... | *#2:a808c99e... | *#3:b542d2cd... | *#4:7f542e36... | *#5:3d797f58... | *#6:45fe3e9c... |  #7:36df1294... |  #8:7ead3974... |  #9:911cf32a... |  #10:7e1b0bdf... |  #11:459934fe... |  #12:7ff2fdee... |  #13:fe09de16... |  #14:92050b3d... |  #15:410ecc3a... |  #16:99122a9f... |  #17:59e7d762... |  #18:3210d0f5... |  #19:e6b0a387... |  #20:e21c67f4...
governed_v2,q044,在RAG系统的检索组件评测中，常用的指标有哪些,zh,好未来,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:21c50df6... | *#2:b65a6d4e... | *#3:da5f112d... | *#4:7190f6b4... | *#5:0fd640ff... |  #6:cde8c0d1... |  #7:b95539d4... |  #8:a90156f1... |  #9:5393dac6... |  #10:5dc6b37a... |  #11:e093366b... |  #12:c5f38d3e... |  #13:befb4bf9... |  #14:6a6ee207... |  #15:58e68fe3... |  #16:00d59b2e... |  #17:b9484b23... |  #18:93ecab00... |  #19:4e48cc4e... |  #20:db4ad348...
governed_v2,q045,What is the difference between pruning and quantization in model compression,en,面试常见问题,6,0.8333333333333334,1.0,1.0,1.0,0.6,0.3,1,1,1,1.0,1.0,1.0,1.0,1,*#1:2d35ff86... | *#2:404fe01a... | *#3:21ffcf0d... | *#4:305571be... | *#5:57085cf1... | *#6:e740e6af... |  #7:f456c5c1... |  #8:b602b14f... |  #9:442969e1... |  #10:8738ef10... |  #11:11b94c59... |  #12:09280348... |  #13:07e57bec... |  #14:2d53c8d3... |  #15:c2a0b294... |  #16:0dbeaee7... |  #17:2a88baea... |  #18:0add883d... |  #19:43a4e14b... |  #20:76735e15...
governed_v2,q046,全量微调、LoRA和QLoRA分别有什么优缺点,zh,大模型微调指南,5,0.4,1.0,1.0,0.4,0.5,0.25,1,1,1,0.34519134224686937,0.6860491790714993,0.6860491790714993,0.5,2, #1:cc19e272... | *#2:6d12b544... |  #3:4ccb20dc... |  #4:ece86ebf... | *#5:1f3df65a... | *#6:2d53c8d3... | *#7:f0a34b0d... | *#8:4c7d8ee4... |  #9:48bc8b40... |  #10:a03ad8f6... |  #11:de02d350... |  #12:0decde72... |  #13:208ded45... |  #14:6153989c... |  #15:b1065225... |  #16:dd0c7eba... |  #17:8be23459... |  #18:d4caebe5... |  #19:7e6099ec... |  #20:f5e33d93...
governed_v2,q047,请比较LangChain和LlamaIndex在核心定位上的不同。,zh,面试常见问题,5,0.2,0.6,1.0,0.2,0.3,0.25,1,1,1,0.3391602052736161,0.5392968862278849,0.7255572608628821,1.0,1,*#1:bd9e5fb7... |  #2:7a7a58aa... |  #3:1f9e6cff... |  #4:b446621d... |  #5:b61354df... |  #6:9c78d39c... |  #7:8379083e... |  #8:b6e16ce9... | *#9:fc746d89... | *#10:f4cf5b83... | *#11:86683303... | *#12:a8c6f8bd... |  #13:59e7d762... |  #14:8db49088... |  #15:8194edd2... |  #16:80bd6f82... |  #17:cedd814d... |  #18:499eaf0f... |  #19:1dacbeef... |  #20:f01e6d1a...
governed_v2,q048,在代码审查中，除了检查代码格式和命名外，还应关注哪些设计质量方面,zh,python_coding_standards,2,1.0,1.0,1.0,0.4,0.2,0.1,1,1,1,1.0,1.0,1.0,1.0,1,*#1:454514f9... | *#2:dfd3845b... |  #3:3d86d620... |  #4:784eb627... |  #5:60c47aff... |  #6:82b4a239... |  #7:d221c3cd... |  #8:bd9132e5... |  #9:a77d305a... |  #10:fb0d6e25... |  #11:eea32948... |  #12:6001177d... |  #13:aeef4400... |  #14:a25333b7... |  #15:3fe47bba... |  #16:1ebd10fb... |  #17:f482f6a3... |  #18:19c28948... |  #19:6ae479dd... |  #20:e1478198...
governed_v2,q049,What are the four steps involved in calculating NDCG,en,面试常见问题,6,0.6666666666666666,1.0,1.0,0.8,0.6,0.3,1,1,1,0.8539316501572937,0.9705437052559006,0.9705437052559006,1.0,1,*#1:7e1b0bdf... | *#2:459934fe... | *#3:911cf32a... |  #4:f84be658... | *#5:7ead3974... | *#6:7ff2fdee... | *#7:fe09de16... |  #8:6e615a56... |  #9:45deaa4d... |  #10:a40f3ff8... |  #11:a4406ac7... |  #12:a808c99e... |  #13:13547bda... |  #14:76030cf1... |  #15:af75a492... |  #16:353d1d0a... |  #17:15df4b41... |  #18:5e3b6a1a... |  #19:44bc4f03... |  #20:b542d2cd...
governed_v2,q050,请比较行为克隆和随机策略探索两种冷启动方法的优缺点。,zh,好未来,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:9bd84a56... | *#2:ac7596b0... | *#3:24610b2f... | *#4:49120e6a... | *#5:9c31d606... |  #6:dde7bc96... |  #7:ad4886f4... |  #8:5fb22568... |  #9:60e5aea3... |  #10:33945b13... |  #11:9b048373... |  #12:9cc817a5... |  #13:c9771690... |  #14:80bd6f82... |  #15:78ec8436... |  #16:a01c3dc1... |  #17:901047cf... |  #18:82293bae... |  #19:5613423a... |  #20:ca329bc9...
governed_v2,q051,在RAG模型中，多向量检索有哪些潜在优势,zh,好未来,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:5dc6b37a... | *#2:5393dac6... | *#3:cde8c0d1... | *#4:e093366b... | *#5:c5f38d3e... |  #6:a6da3e56... |  #7:11d2eaa7... |  #8:325e6c56... |  #9:2f5dc6a1... |  #10:939fc98f... |  #11:21c50df6... |  #12:9c730ce9... |  #13:ee1d3450... |  #14:e0d002a8... |  #15:c02942fc... |  #16:6969434f... |  #17:a90156f1... |  #18:876a67f8... |  #19:f013e21b... |  #20:33045e66...
governed_v2,q052,对于需要极高准确率的企业内部知识库，文档推荐使用哪种分块策略,zh,面试常见问题,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:cedd814d... | *#2:499eaf0f... | *#3:1dacbeef... | *#4:f01e6d1a... | *#5:7a7a58aa... |  #6:b9484b23... |  #7:a90156f1... |  #8:93ecab00... |  #9:4e48cc4e... |  #10:db4ad348... |  #11:a1af40e0... |  #12:bf64df71... |  #13:8e5937d1... |  #14:bd9e5fb7... |  #15:9d3d33c2... |  #16:2f37f7fd... |  #17:3a6cfbb7... |  #18:5393dac6... |  #19:cde8c0d1... |  #20:5dc6b37a...
governed_v2,q053,如果LLM的评分阈值一直很低，应该采取哪些措施，而不是继续让它反思,zh,面试常见问题,6,0.8333333333333334,1.0,1.0,1.0,0.6,0.3,1,1,1,1.0,1.0,1.0,1.0,1,*#1:b446621d... | *#2:1f9e6cff... | *#3:b61354df... | *#4:9c78d39c... | *#5:8379083e... | *#6:b6e16ce9... |  #7:c0dbd87a... |  #8:b4d07d08... |  #9:c97f00a6... |  #10:a33a814e... |  #11:4eda3c43... |  #12:f03a5673... |  #13:80d06c07... |  #14:f8b5e3b2... |  #15:030fccef... |  #16:d9cc0381... |  #17:c449c4ed... |  #18:11b94c59... |  #19:8738ef10... |  #20:0dbb9010...
governed_v2,q054,请解释LoRA中A和B矩阵的初始化参数方式及其原因，并说明为什么不能反过来初始化,zh,好未来,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:df4e51e5... | *#2:6b6ff8eb... | *#3:ea79ec48... | *#4:89a7c395... | *#5:2bdd08b4... |  #6:208ded45... |  #7:f5e33d93... |  #8:90110348... |  #9:eb3ec79e... |  #10:9a2475ff... |  #11:53d27728... |  #12:f43adce4... |  #13:5393dac6... |  #14:f13f9565... |  #15:5f515199... |  #16:9dd4c8de... |  #17:82877bd2... |  #18:ece86ebf... |  #19:1f3df65a... |  #20:2d53c8d3...
governed_v2,q055,在向量召回后，如何防止给大模型喂入重复的长文本,zh,面试常见问题,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:876a67f8... | *#2:f013e21b... | *#3:33045e66... | *#4:8da77638... | *#5:ebbe5bb4... |  #6:1d623ad9... |  #7:f4cf5b83... |  #8:c02942fc... |  #9:9c730ce9... |  #10:ee1d3450... |  #11:e0d002a8... |  #12:6969434f... |  #13:5393dac6... |  #14:cde8c0d1... |  #15:5dc6b37a... |  #16:e093366b... |  #17:c5f38d3e... |  #18:78ec8436... |  #19:dd9aa027... |  #20:59e17662...
governed_v2,q056,PRM（Process Reward Model）的主要目标是什么,zh,好未来,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:8738ef10... | *#2:11b94c59... | *#3:0dbb9010... | *#4:f034bee9... | *#5:1e91f40c... |  #6:92050b3d... |  #7:c7943123... |  #8:49a4e00a... |  #9:414c88fe... |  #10:1f9e6cff... |  #11:007cef29... |  #12:18997384... |  #13:e3255b05... |  #14:b73908d0... |  #15:543164be... |  #16:cde5e9c9... |  #17:eb64dadf... |  #18:e3f32e17... |  #19:167bf808... |  #20:6e615a56...
governed_v2,q057,在微调大模型的数据理解阶段，需要明确哪四个问题,zh,大模型微调指南,6,0.6666666666666666,1.0,1.0,0.8,0.6,0.3,1,1,1,0.6608397947263839,0.7982650576674577,0.7982650576674577,0.5,2, #1:e3255b05... | *#2:b73908d0... | *#3:543164be... | *#4:cde5e9c9... | *#5:eb64dadf... | *#6:49a4e00a... | *#7:e3f32e17... |  #8:167bf808... |  #9:374ef378... |  #10:37b74dc5... |  #11:038cd180... |  #12:c1b0dc46... |  #13:69e3b5a3... |  #14:875c7adf... |  #15:5393dac6... |  #16:445f5ec3... |  #17:3677fe6c... |  #18:a7c61030... |  #19:78ec8436... |  #20:8db259d1...
governed_v2,q058,当模型预测置信度在0.60到0.90之间时，应该如何处理,zh,大模型微调指南,5,0.4,1.0,1.0,0.4,0.5,0.25,1,1,1,0.34519134224686937,0.6860491790714993,0.6860491790714993,0.5,2, #1:e33371c2... | *#2:a120f969... |  #3:78c8d541... |  #4:8db259d1... | *#5:1d3f67dc... | *#6:3677fe6c... | *#7:a3503bc7... | *#8:ab646e99... |  #9:b75a95b0... |  #10:78ec8436... |  #11:92050b3d... |  #12:b65a6d4e... |  #13:ad4886f4... |  #14:5fb22568... |  #15:60e5aea3... |  #16:33945b13... |  #17:dde7bc96... |  #18:9b048373... |  #19:9cc817a5... |  #20:c9771690...
governed_v2,q059,What is the fundamental difference between MCP and traditional Function Calling (FC) in terms of tool integration,en,面试常见问题,6,0.8333333333333334,1.0,1.0,1.0,0.6,0.3,1,1,1,1.0,1.0,1.0,1.0,1,*#1:410ecc3a... | *#2:99122a9f... | *#3:59e7d762... | *#4:92050b3d... | *#5:3210d0f5... | *#6:e6b0a387... |  #7:6fe61f8b... |  #8:f7558f81... |  #9:fafba5d6... |  #10:b26160f2... |  #11:18997384... |  #12:e174d343... |  #13:9c730ce9... |  #14:0e6d001a... |  #15:442969e1... |  #16:2b19b95d... |  #17:e23cc66a... |  #18:f801157c... |  #19:34fdf438... |  #20:df25f8b0...
governed_v2,q060,根据C++编码规范，表设计规范中单实例表个数必须控制在多少个以内,zh,C++编码规范V01.00,7,0.42857142857142855,1.0,1.0,0.6,0.7,0.35,1,1,1,0.6164336326286644,0.8585940263540548,0.8585940263540548,1.0,1,*#1:8891387f... |  #2:384fb5fc... |  #3:ce5e5110... | *#4:ae7d965a... | *#5:ad2a3d28... | *#6:818c4041... | *#7:a886cd6f... | *#8:6edfa2a9... | *#9:ebe450e7... |  #10:96af163a... |  #11:06ede455... |  #12:4283e1c2... |  #13:1ae6dfa0... |  #14:8f3bea3a... |  #15:86ab52bf... |  #16:4cbe120f... |  #17:0621a33e... |  #18:7f7a98ea... |  #19:2dd79d42... |  #20:71fb6669...
