chain,query_id,question,language,item_title,relevant_count,recall@5,recall@10,recall@20,precision@5,precision@10,precision@20,hit@5,hit@10,hit@20,ndcg@5,ndcg@10,ndcg@20,mrr,first_relevant_rank,retrieved_detail
bottom_up,q049,What are the four steps involved in calculating NDCG,en,面试常见问题,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:a06d5f37...(0.9194) |  #2:a77d5fe1...(0.8070) |  #3:be865ef7...(0.6832) |  #4:77e253e7...(0.6639) |  #5:4fff061b...(0.6266) |  #6:996a3b64...(0.6218) |  #7:c3507937...(0.6031) |  #8:c2ca6f6a...(0.4816) |  #9:ed1a1585...(0.4351) |  #10:1cab8a39...(0.4340) |  #11:bc6f2774...(0.4318) |  #12:a96a0bd4...(0.4316) |  #13:f49041e1...(0.4287) |  #14:7a8a2f37...(0.3975) |  #15:e455a3de...(0.3973)
bottom_up,q050,请比较行为克隆和随机策略探索两种冷启动方法的优缺点。,zh,好未来,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:4a805af6...(0.8119) |  #2:1c47194f...(0.3775) |  #3:996a3b64...(0.3725) |  #4:057b630a...(0.3698) |  #5:c7b37408...(0.3651) |  #6:66e3e8e5...(0.3547) |  #7:c8b79ea1...(0.3537) |  #8:f49041e1...(0.3517) |  #9:67fa8fd0...(0.3510) |  #10:0c3fd6f7...(0.3507) |  #11:7a8a2f37...(0.3491) |  #12:c3507937...(0.3472)
bottom_up,q051,在RAG模型中，多向量检索有哪些潜在优势,zh,好未来,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:99887fcf...(0.9022) |  #2:15df4c6f...(0.8938) |  #3:a87597be...(0.8397) |  #4:0a983328...(0.8239) |  #5:9bd8d97a...(0.8230) |  #6:a06d5f37...(0.8189) |  #7:3d3124c8...(0.8171) |  #8:1f62beea...(0.8058) |  #9:24f49a0c...(0.8032) |  #10:77e253e7...(0.7944) |  #11:56762f0a...(0.7893)
bottom_up,q052,对于需要极高准确率的企业内部知识库，文档推荐使用哪种分块策略,zh,面试常见问题,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:607433ef...(0.8929) |  #2:9bd8d97a...(0.6103) |  #3:be865ef7...(0.5099) |  #4:bf92531b...(0.4891) |  #5:c49ff211...(0.4865) |  #6:65291676...(0.4843) |  #7:bc6f2774...(0.4776) |  #8:0a983328...(0.4636) |  #9:95ce1fc4...(0.4604) |  #10:a87597be...(0.4563) |  #11:77e253e7...(0.4505)
bottom_up,q053,如果LLM的评分阈值一直很低，应该采取哪些措施，而不是继续让它反思,zh,面试常见问题,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:0a983328...(0.7708) |  #2:7c362dea...(0.7655) |  #3:685631cc...(0.7532) |  #4:2ca6c71c...(0.7289) |  #5:77e253e7...(0.7122) |  #6:3dcb4c24...(0.6844) |  #7:3d3124c8...(0.6685) |  #8:55c76298...(0.6654) |  #9:9bd8d97a...(0.6384) |  #10:bc6f2774...(0.6144) |  #11:7a8a2f37...(0.6069) |  #12:1f62beea...(0.6021) |  #13:0890a31a...(0.5887)
bottom_up,q054,请解释LoRA中A和B矩阵的初始化参数方式及其原因，并说明为什么不能反过来初始化,zh,好未来,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:c3507937...(0.9795) |  #2:15df4c6f...(0.8370) |  #3:2242b6bd...(0.8321) |  #4:0890a31a...(0.8130) |  #5:d6bf5e42...(0.7462) |  #6:f49041e1...(0.7216) |  #7:66e3e8e5...(0.4797) |  #8:1c47194f...(0.4465)
bottom_up,q055,在向量召回后，如何防止给大模型喂入重复的长文本,zh,面试常见问题,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:7f837269...(0.8846) |  #2:55c76298...(0.7971) |  #3:15df4c6f...(0.7740) |  #4:a87597be...(0.7666) |  #5:9bd8d97a...(0.7555) |  #6:77e253e7...(0.7398) |  #7:24f49a0c...(0.7240) |  #8:65291676...(0.7238) |  #9:685631cc...(0.5772) |  #10:3d3124c8...(0.5583) |  #11:be865ef7...(0.5461) |  #12:0a983328...(0.5199) |  #13:1c47194f...(0.4973) |  #14:b8dd3beb...(0.4925) |  #15:7a8a2f37...(0.4923)
bottom_up,q056,PRM（Process Reward Model）的主要目标是什么,zh,好未来,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:67fa8fd0...(0.9269) |  #2:0890a31a...(0.8667) |  #3:996a3b64...(0.5784) |  #4:34f229bb...(0.4967) |  #5:3d3124c8...(0.4805) |  #6:7c362dea...(0.4483) |  #7:88bcf776...(0.4390) |  #8:bf92531b...(0.4287) |  #9:c8b79ea1...(0.4261) |  #10:55c76298...(0.3894) |  #11:b8dd3beb...(0.3790)
bottom_up,q057,在微调大模型的数据理解阶段，需要明确哪四个问题,zh,大模型微调指南,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:b8dd3beb...(0.9053) |  #2:f49041e1...(0.8459) |  #3:7f837269...(0.7590) |  #4:a77d5fe1...(0.7442) |  #5:77e253e7...(0.7227) |  #6:9bd8d97a...(0.6968) |  #7:760beb4d...(0.6156) |  #8:15df4c6f...(0.6129) |  #9:0a983328...(0.6008) |  #10:7be20f1e...(0.5926) |  #11:c3507937...(0.5634)
bottom_up,q058,当模型预测置信度在0.60到0.90之间时，应该如何处理,zh,大模型微调指南,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:f49041e1...(0.7600) |  #2:67fa8fd0...(0.7542) |  #3:760beb4d...(0.7435) |  #4:b8dd3beb...(0.7348) |  #5:15df4c6f...(0.7289) |  #6:bc6f2774...(0.7274) |  #7:7a8a2f37...(0.7167) |  #8:a77d5fe1...(0.7085) |  #9:7be20f1e...(0.6888) |  #10:996a3b64...(0.6508)
bottom_up,q059,What is the fundamental difference between MCP and traditional Function Calling (FC) in terms of tool integration,en,面试常见问题,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:49cbeb99...(0.9210) |  #2:3dcb4c24...(0.7920) |  #3:09081604...(0.7010) |  #4:c5b87c53...(0.6864) |  #5:1cab8a39...(0.6836) |  #6:95ce1fc4...(0.6702) |  #7:7f837269...(0.6535) |  #8:7a8a2f37...(0.6325) |  #9:e92f5999...(0.6225) |  #10:f49041e1...(0.6070) |  #11:88bcf776...(0.5895)
bottom_up,q060,根据C++编码规范，表设计规范中单实例表个数必须控制在多少个以内,zh,C++编码规范V01.00,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:17262962...(0.8085) |  #2:4047afa3...(0.7902) |  #3:1cab8a39...(0.7224) |  #4:c5b87c53...(0.6312) |  #5:fb81fe95...(0.5659) |  #6:ed1a1585...(0.5391) |  #7:d6bf5e42...(0.5247) |  #8:9a0635f7...(0.5184) |  #9:0265a7d3...(0.5103)
